product,metal,width,optical_code,height_40,height_70,height_110,height_200,timestamp_first,timestamp_last,optical_code_Encoded,optical_code_numerical_only,optical_code_numerical_only_Encoded,colorimetrie,transparency,teinte,colorimetrie_Encoded,transparency_Encoded,teinte_Encoded,longeur_mm,height,height_encoded
canette,True,51,S026005,True,True,False,False,2024-11-14 14:51:19.522213,2024-11-14 14:51:19.565572,2404.0,026005,519.0,S,026,005,3,26.0,5.0,96.35,"[70, 110]",3
canette,True,74,S020005,True,False,False,False,2024-11-14 14:52:00.716793,2024-11-14 14:52:00.750626,2356.0,020005,328.0,S,020,005,3,20.0,5.0,75.18,"[40, 70]",2
journal,False,343,B047049,False,False,False,False,2024-11-14 14:50:05.195353,2024-11-14 14:50:05.337843,661.0,047049,1544.0,B,047,049,2,47.0,49.0,316.64,"[0, 40]",1
carton_petit,False,64,B115010,True,True,True,False,2024-11-14 14:41:49.664661,2024-11-14 14:41:49.709437,2167.0,115010,3479.0,B,115,010,2,115.0,10.0,99.5,"[110, 200]",4
conserve,True,86,S027005,True,True,True,False,2024-11-14 14:52:36.403771,2024-11-14 14:52:36.439274,2413.0,027005,554.0,S,027,005,3,27.0,5.0,78.9,"[110, 200]",4
yaourt,False,54,W032007,True,False,False,False,2024-11-14 14:55:00.985898,2024-11-14 14:55:01.005018,3737.0,032007,756.0,W,032,007,0,32.0,7.0,42.49,"[40, 70]",2
canette,True,108,S038003,True,False,False,False,2024-11-14 14:50:10.743099,2024-11-14 14:50:10.777445,2495.0,038003,1036.0,S,038,003,3,38.0,3.0,76.32,"[40, 70]",2
yaourt,False,49,W030012,True,False,False,False,2024-11-14 14:45:09.438150,2024-11-14 14:45:09.471688,3712.0,030012,682.0,W,030,012,0,30.0,12.0,74.53,"[40, 70]",2
carton_grand,False,176,B080017,False,False,False,False,2024-11-14 14:56:55.993261,2024-11-14 14:56:56.097637,1579.0,080017,2877.0,B,080,017,2,80.0,17.0,231.95,"[0, 40]",1
tetrapak,False,67,B128013,True,False,False,False,2024-11-14 14:41:46.338840,2024-11-14 14:41:46.361915,2251.0,128013,3563.0,B,128,013,2,128.0,13.0,51.28,"[40, 70]",2
yaourt,False,51,W044010,True,False,False,False,2024-11-14 14:46:59.954544,2024-11-14 14:46:59.987550,3910.0,044010,1358.0,W,044,010,0,44.0,10.0,73.35,"[40, 70]",2
bouteille_b,False,62,W009003,True,True,False,False,2024-11-14 14:49:42.716782,2024-11-14 14:49:42.824960,3496.0,009003,73.0,W,009,003,0,9.0,3.0,240.4,"[70, 110]",3
bouteille_b,False,206,W011007,True,True,False,False,2024-11-14 14:56:42.118520,2024-11-14 14:56:42.151554,3523.0,011007,108.0,W,011,007,0,11.0,7.0,73.41,"[70, 110]",3
yaourt,False,86,W024009,True,False,False,False,2024-11-14 14:50:25.372659,2024-11-14 14:50:25.391374,3633.0,024009,459.0,W,024,009,0,24.0,9.0,41.59,"[40, 70]",2
tetrapak,False,36,B075007,True,True,False,False,2024-11-14 14:56:00.690147,2024-11-14 14:56:00.711249,1459.0,075007,2739.0,B,075,007,2,75.0,7.0,46.89,"[70, 110]",3
bouteille_t,False,63,T063115,True,True,True,False,2024-11-14 14:52:07.251061,2024-11-14 14:52:07.281438,3327.0,063115,2369.0,T,063,115,1,63.0,115.0,67.5,"[110, 200]",4
dechet,False,232,B085011,False,False,False,False,2024-11-14 14:44:29.656180,2024-11-14 14:44:29.738503,1685.0,085011,2992.0,B,085,011,2,85.0,11.0,182.94,"[0, 40]",1
dechet,False,100,B019046,True,True,False,False,2024-11-14 14:51:48.048516,2024-11-14 14:51:48.096710,128.0,019046,315.0,B,019,046,2,19.0,46.0,107.1,"[70, 110]",3
dechet,False,110,B012054,True,False,False,False,2024-11-14 14:53:58.287377,2024-11-14 14:53:58.341730,35.0,012054,140.0,B,012,054,2,12.0,54.0,120.78,"[40, 70]",2
journal,False,432,B063012,False,False,False,False,2024-11-14 14:55:12.785157,2024-11-14 14:55:12.901133,1136.0,063012,2335.0,B,063,012,2,63.0,12.0,257.72,"[0, 40]",1
tetrapak,False,41,B099010,True,False,False,False,2024-11-14 14:47:01.242971,2024-11-14 14:47:01.273710,1948.0,099010,3259.0,B,099,010,2,99.0,10.0,68.31,"[40, 70]",2
yaourt,False,52,W041008,True,False,False,False,2024-11-14 14:46:37.811721,2024-11-14 14:46:37.833708,3865.0,041008,1196.0,W,041,008,0,41.0,8.0,48.86,"[40, 70]",2
bouteille_b,False,70,W008005,True,True,True,False,2024-11-14 14:42:40.542465,2024-11-14 14:42:40.580638,3487.0,008005,60.0,W,008,005,0,8.0,5.0,84.83,"[110, 200]",4
canette,True,80,S035004,True,True,False,False,2024-11-14 14:47:44.679492,2024-11-14 14:47:44.721440,2474.0,035004,890.0,S,035,004,3,35.0,4.0,93.22,"[70, 110]",3
yaourt,False,42,W051007,True,False,False,False,2024-11-14 14:45:46.631400,2024-11-14 14:45:46.655484,3988.0,051007,1746.0,W,051,007,0,51.0,7.0,53.52,"[40, 70]",2
bouteille_b,False,150,W011001,True,True,False,False,2024-11-14 14:54:21.432967,2024-11-14 14:54:21.468834,3517.0,011001,102.0,W,011,001,0,11.0,1.0,79.7,"[70, 110]",3
bouteille_t,False,100,T036089,True,False,False,False,2024-11-14 14:57:24.847990,2024-11-14 14:57:24.947833,2774.0,036089,970.0,T,036,089,1,36.0,89.0,221.87,"[40, 70]",2
tetrapak,False,56,B063008,True,False,False,False,2024-11-14 14:51:41.845853,2024-11-14 14:51:41.863782,1133.0,063008,2331.0,B,063,008,2,63.0,8.0,39.84,"[40, 70]",2
dechet,False,308,B087015,False,False,False,False,2024-11-14 14:44:19.442050,2024-11-14 14:44:19.489767,1727.0,087015,3036.0,B,087,015,2,87.0,15.0,106.04,"[0, 40]",1
journal,False,294,B049057,False,False,False,False,2024-11-14 14:44:24.843229,2024-11-14 14:44:24.991651,724.0,049057,1664.0,B,049,057,2,49.0,57.0,329.83,"[0, 40]",1
canette,True,79,S030006,True,True,False,False,2024-11-14 14:51:23.567225,2024-11-14 14:51:23.601900,2438.0,030006,676.0,S,030,006,3,30.0,6.0,77.06,"[70, 110]",3
carton_petit,False,78,B058011,True,True,True,False,2024-11-14 14:52:34.196081,2024-11-14 14:52:34.253732,974.0,058011,2100.0,B,058,011,2,58.0,11.0,128.11,"[110, 200]",4
canette,True,81,S024009,True,True,False,False,2024-11-14 14:45:31.250809,2024-11-14 14:45:31.292392,2391.0,024009,459.0,S,024,009,3,24.0,9.0,92.41,"[70, 110]",3
canette,True,121,S030003,True,True,False,False,2024-11-14 14:47:03.428558,2024-11-14 14:47:03.461915,2435.0,030003,673.0,S,030,003,3,30.0,3.0,74.13,"[70, 110]",3
yaourt,False,88,W047010,True,True,False,False,2024-11-14 14:48:05.469188,2024-11-14 14:48:05.483128,3947.0,047010,1520.0,W,047,010,0,47.0,10.0,30.98,"[70, 110]",3
carton_grand,False,5,B071014,True,True,True,False,2024-11-14 14:41:26.777680,2024-11-14 14:41:26.846698,1369.0,071014,2636.0,B,071,014,2,71.0,14.0,153.37,"[110, 200]",4
dechet,False,72,T045111,True,True,False,False,2024-11-14 14:51:34.865607,2024-11-14 14:51:34.912681,2987.0,045111,1458.0,T,045,111,1,45.0,111.0,104.61,"[70, 110]",3
bouteille_t,False,202,T040089,True,False,False,False,2024-11-14 14:44:54.400806,2024-11-14 14:44:54.423077,2866.0,040089,1180.0,T,040,089,1,40.0,89.0,49.49,"[40, 70]",2
yaourt,False,48,W030010,True,True,False,False,2024-11-14 14:45:21.352552,2024-11-14 14:45:21.382147,3710.0,030010,680.0,W,030,010,0,30.0,10.0,65.77,"[70, 110]",3
dechet,False,106,T040053,True,True,False,False,2024-11-14 14:54:15.841976,2024-11-14 14:54:15.863231,2856.0,040053,1166.0,T,040,053,1,40.0,53.0,47.23,"[70, 110]",3
journal,False,309,B026068,True,True,True,True,2024-11-14 14:42:50.682179,2024-11-14 14:42:50.686869,240.0,026068,543.0,B,026,068,2,26.0,68.0,10.42,>= 200,5
bouteille_b,False,85,W006004,True,False,False,False,2024-11-14 14:44:03.758831,2024-11-14 14:44:03.849249,3470.0,006004,39.0,W,006,004,0,6.0,4.0,200.93,"[40, 70]",2
bouteille_t,False,68,T058099,True,False,False,False,2024-11-14 14:55:41.260952,2024-11-14 14:55:41.344611,3256.0,058099,2144.0,T,058,099,1,58.0,99.0,185.91,"[40, 70]",2
bouteille_t,False,207,T041096,True,True,False,False,2024-11-14 14:45:50.650216,2024-11-14 14:45:50.675545,2897.0,041096,1236.0,T,041,096,1,41.0,96.0,56.29,"[70, 110]",3
canette,True,77,S049007,True,False,False,False,2024-11-14 14:45:16.558534,2024-11-14 14:45:16.581874,2560.0,049007,1637.0,S,049,007,3,49.0,7.0,51.87,"[40, 70]",2
canette,True,127,S033006,True,True,False,False,2024-11-14 14:55:48.852863,2024-11-14 14:55:48.872884,2460.0,033006,799.0,S,033,006,3,33.0,6.0,44.49,"[70, 110]",3
dechet,False,69,B024018,True,True,False,False,2024-11-14 14:42:02.221032,2024-11-14 14:42:02.271008,202.0,024018,468.0,B,024,018,2,24.0,18.0,111.06,"[70, 110]",3
dechet,False,82,B028054,True,True,False,False,2024-11-14 14:50:15.289096,2024-11-14 14:50:15.343588,263.0,028054,611.0,B,028,054,2,28.0,54.0,121.09,"[70, 110]",3
bouteille_t,False,53,T047050,True,True,True,True,2024-11-14 14:53:46.737690,2024-11-14 14:53:46.758883,3015.0,047050,1545.0,T,047,050,1,47.0,50.0,47.1,>= 200,5
tetrapak,False,69,B072006,True,True,False,False,2024-11-14 14:50:56.466638,2024-11-14 14:50:56.511256,1389.0,072006,2659.0,B,072,006,2,72.0,6.0,99.15,"[70, 110]",3
journal,False,304,B048043,False,False,False,False,2024-11-14 14:54:09.057491,2024-11-14 14:54:09.180099,689.0,048043,1596.0,B,048,043,2,48.0,43.0,272.46,"[0, 40]",1
carton_grand,False,3,B075013,True,True,True,False,2024-11-14 14:54:26.592426,2024-11-14 14:54:26.713493,1465.0,075013,2745.0,B,075,013,2,75.0,13.0,269.04,"[110, 200]",4
conserve,True,119,S023005,True,True,False,False,2024-11-14 14:42:35.810645,2024-11-14 14:42:35.859455,2379.0,023005,426.0,S,023,005,3,23.0,5.0,108.47,"[70, 110]",3
carton_grand,False,4,B106010,True,True,True,True,2024-11-14 14:55:09.687041,2024-11-14 14:55:09.793607,2064.0,106010,3376.0,B,106,010,2,106.0,10.0,236.81,>= 200,5
bouteille_b,False,170,W008006,True,True,False,False,2024-11-14 14:45:48.869262,2024-11-14 14:45:48.903654,3488.0,008006,61.0,W,008,006,0,8.0,6.0,76.43,"[70, 110]",3
journal,False,330,B064064,False,False,False,False,2024-11-14 14:48:16.961218,2024-11-14 14:48:17.094088,1199.0,064064,2408.0,B,064,064,2,64.0,64.0,295.27,"[0, 40]",1
tetrapak,False,49,B029010,True,True,False,False,2024-11-14 14:48:59.741732,2024-11-14 14:48:59.773435,270.0,029010,641.0,B,029,010,2,29.0,10.0,70.45,"[70, 110]",3
yaourt,False,39,W018007,True,False,False,False,2024-11-14 14:57:11.182240,2024-11-14 14:57:11.197520,3588.0,018007,269.0,W,018,007,0,18.0,7.0,33.96,"[40, 70]",2
yaourt,False,66,W035009,True,True,False,False,2024-11-14 14:43:10.622821,2024-11-14 14:43:10.637303,3780.0,035009,895.0,W,035,009,0,35.0,9.0,32.18,"[70, 110]",3
journal,False,9,B062033,True,True,True,True,2024-11-14 14:48:10.963289,2024-11-14 14:48:11.042994,1119.0,062033,2307.0,B,062,033,2,62.0,33.0,177.12,>= 200,5
conserve,True,106,S033004,True,False,False,False,2024-11-14 14:47:44.481272,2024-11-14 14:47:44.517114,2458.0,033004,797.0,S,033,004,3,33.0,4.0,79.65,"[40, 70]",2
yaourt,False,69,W054011,True,False,False,False,2024-11-14 14:48:26.174746,2024-11-14 14:48:26.195445,4018.0,054011,1893.0,W,054,011,0,54.0,11.0,46.0,"[40, 70]",2
yaourt,False,49,W059008,True,False,False,False,2024-11-14 14:48:53.579462,2024-11-14 14:48:53.611374,4055.0,059008,2154.0,W,059,008,0,59.0,8.0,70.92,"[40, 70]",2
carton_grand,False,403,B084012,False,False,False,False,2024-11-14 14:54:01.170425,2024-11-14 14:54:01.251816,1665.0,084012,2972.0,B,084,012,2,84.0,12.0,180.87,"[0, 40]",1
yaourt,False,57,W047012,True,False,False,False,2024-11-14 14:54:07.729585,2024-11-14 14:54:07.750527,3949.0,047012,1522.0,W,047,012,0,47.0,12.0,46.54,"[40, 70]",2
canette,True,78,S023007,True,False,False,False,2024-11-14 14:51:23.253304,2024-11-14 14:51:23.283870,2381.0,023007,428.0,S,023,007,3,23.0,7.0,67.92,"[40, 70]",2
bouteille_t,False,162,T060099,True,False,False,False,2024-11-14 14:50:00.129675,2024-11-14 14:50:00.156461,3290.0,060099,2239.0,T,060,099,1,60.0,99.0,59.52,"[40, 70]",2
carton_petit,False,82,B077014,True,False,False,False,2024-11-14 14:48:10.279981,2024-11-14 14:48:10.313046,1516.0,077014,2801.0,B,077,014,2,77.0,14.0,73.48,"[40, 70]",2
carton_petit,False,86,B063020,True,True,False,False,2024-11-14 14:51:35.123288,2024-11-14 14:51:35.155063,1144.0,063020,2343.0,B,063,020,2,63.0,20.0,70.61,"[70, 110]",3
journal,False,262,B063061,True,True,True,False,2024-11-14 14:46:54.120489,2024-11-14 14:46:54.122970,1158.0,063061,2359.0,B,063,061,2,63.0,61.0,5.51,"[110, 200]",4
dechet,False,73,T049064,True,True,False,False,2024-11-14 14:56:54.624234,2024-11-14 14:56:54.658661,3067.0,049064,1666.0,T,049,064,1,49.0,64.0,76.5,"[70, 110]",3
carton_grand,False,219,B097014,True,True,True,True,2024-11-14 14:48:31.691672,2024-11-14 14:48:31.694514,1923.0,097014,3234.0,B,097,014,2,97.0,14.0,6.32,>= 200,5
conserve,True,61,S032005,True,True,False,False,2024-11-14 14:44:35.532343,2024-11-14 14:44:35.563780,2452.0,032005,754.0,S,032,005,3,32.0,5.0,69.86,"[70, 110]",3
journal,False,211,B050035,True,True,True,True,2024-11-14 14:46:05.675180,2024-11-14 14:46:05.679660,747.0,050035,1705.0,B,050,035,2,50.0,35.0,9.96,>= 200,5
yaourt,False,48,W047012,True,False,False,False,2024-11-14 14:49:35.343955,2024-11-14 14:49:35.372497,3949.0,047012,1522.0,W,047,012,0,47.0,12.0,63.43,"[40, 70]",2
conserve,True,112,S025005,True,True,True,False,2024-11-14 14:42:30.260970,2024-11-14 14:42:30.307367,2395.0,025005,491.0,S,025,005,3,25.0,5.0,103.1,"[110, 200]",4
dechet,False,82,B027043,True,True,False,False,2024-11-14 14:57:03.876444,2024-11-14 14:57:03.925762,245.0,027043,571.0,B,027,043,2,27.0,43.0,109.6,"[70, 110]",3
canette,True,46,S018003,True,True,False,False,2024-11-14 14:44:59.942170,2024-11-14 14:44:59.980380,2341.0,018003,265.0,S,018,003,3,18.0,3.0,84.91,"[70, 110]",3
dechet,False,68,W015012,True,False,False,False,2024-11-14 14:43:29.584472,2024-11-14 14:43:29.616093,3565.0,015012,198.0,W,015,012,0,15.0,12.0,70.27,"[40, 70]",2
dechet,False,5,B058004,True,True,True,True,2024-11-14 14:56:49.358365,2024-11-14 14:56:49.437749,967.0,058004,2093.0,B,058,004,2,58.0,4.0,176.41,>= 200,5
carton_grand,False,299,B078020,False,False,False,False,2024-11-14 14:55:50.926690,2024-11-14 14:55:50.974154,1544.0,078020,2832.0,B,078,020,2,78.0,20.0,105.48,"[0, 40]",1
journal,False,453,B051045,False,False,False,False,2024-11-14 14:41:15.638689,2024-11-14 14:41:15.754375,782.0,051045,1764.0,B,051,045,2,51.0,45.0,257.08,"[0, 40]",1
carton_petit,False,97,B074007,True,True,False,False,2024-11-14 14:50:31.375949,2024-11-14 14:50:31.417083,1436.0,074007,2710.0,B,074,007,2,74.0,7.0,91.41,"[70, 110]",3
tetrapak,False,61,B087010,True,False,False,False,2024-11-14 14:55:56.846342,2024-11-14 14:55:56.874155,1722.0,087010,3031.0,B,087,010,2,87.0,10.0,61.81,"[40, 70]",2
yaourt,False,36,W053008,True,False,False,False,2024-11-14 14:53:07.609571,2024-11-14 14:53:07.636238,4006.0,053008,1845.0,W,053,008,0,53.0,8.0,59.26,"[40, 70]",2
carton_petit,False,113,B005023,True,True,False,False,2024-11-14 14:51:39.891760,2024-11-14 14:51:39.917598,6.0,005023,34.0,B,005,023,2,5.0,23.0,57.42,"[70, 110]",3
tetrapak,False,70,B074013,True,False,False,False,2024-11-14 14:56:22.290021,2024-11-14 14:56:22.315321,1442.0,074013,2716.0,B,074,013,2,74.0,13.0,56.22,"[40, 70]",2
yaourt,False,49,W045007,True,False,False,False,2024-11-14 14:49:39.036396,2024-11-14 14:49:39.073886,3919.0,045007,1409.0,W,045,007,0,45.0,7.0,83.31,"[40, 70]",2
dechet,False,75,T024063,True,False,False,False,2024-11-14 14:56:44.679953,2024-11-14 14:56:44.725164,2616.0,024063,481.0,T,024,063,1,24.0,63.0,100.47,"[40, 70]",2
bouteille_t,False,73,T038063,True,True,True,False,2024-11-14 14:46:51.255075,2024-11-14 14:46:51.277825,2815.0,038063,1070.0,T,038,063,1,38.0,63.0,50.56,"[110, 200]",4
dechet,False,56,B011053,True,True,False,False,2024-11-14 14:51:53.186838,2024-11-14 14:51:53.236346,27.0,011053,118.0,B,011,053,2,11.0,53.0,110.02,"[70, 110]",3
tetrapak,False,35,B055015,True,True,False,False,2024-11-14 14:46:07.108658,2024-11-14 14:46:07.138916,881.0,055015,1948.0,B,055,015,2,55.0,15.0,67.24,"[70, 110]",3
tetrapak,False,48,B074011,True,False,False,False,2024-11-14 14:50:36.294946,2024-11-14 14:50:36.314914,1440.0,074011,2714.0,B,074,011,2,74.0,11.0,44.37,"[40, 70]",2
carton_grand,False,199,B067018,False,False,False,False,2024-11-14 14:55:12.123610,2024-11-14 14:55:12.179930,1268.0,067018,2500.0,B,067,018,2,67.0,18.0,125.16,"[0, 40]",1
bouteille_t,False,64,T040118,True,True,True,False,2024-11-14 14:48:22.369493,2024-11-14 14:48:22.399257,2873.0,040118,1187.0,T,040,118,1,40.0,118.0,66.14,"[110, 200]",4
journal,False,397,B050051,False,False,False,False,2024-11-14 14:43:27.601325,2024-11-14 14:43:27.677529,754.0,050051,1713.0,B,050,051,2,50.0,51.0,169.34,"[0, 40]",1
carton_petit,False,104,B051019,True,True,False,False,2024-11-14 14:52:06.789063,2024-11-14 14:52:06.823853,775.0,051019,1755.0,B,051,019,2,51.0,19.0,77.31,"[70, 110]",3
bouteille_t,False,69,T079098,True,True,False,False,2024-11-14 14:57:06.198183,2024-11-14 14:57:06.290405,3424.0,079098,2867.0,T,079,098,1,79.0,98.0,204.94,"[70, 110]",3
carton_grand,False,186,B107009,False,False,False,False,2024-11-14 14:54:59.353372,2024-11-14 14:54:59.517727,2074.0,107009,3386.0,B,107,009,2,107.0,9.0,365.23,"[0, 40]",1
bouteille_t,False,51,T054021,True,True,False,False,2024-11-14 14:49:18.630782,2024-11-14 14:49:18.714018,3172.0,054021,1899.0,T,054,021,1,54.0,21.0,184.97,"[70, 110]",3
conserve,True,105,S039004,True,True,False,False,2024-11-14 14:50:33.289165,2024-11-14 14:50:33.330574,2504.0,039004,1089.0,S,039,004,3,39.0,4.0,92.02,"[70, 110]",3
yaourt,False,75,W030008,True,False,False,False,2024-11-14 14:44:09.034793,2024-11-14 14:44:09.055754,3708.0,030008,678.0,W,030,008,0,30.0,8.0,46.58,"[40, 70]",2
bouteille_b,False,86,W012003,True,False,False,False,2024-11-14 14:48:29.031985,2024-11-14 14:48:29.103483,3531.0,012003,128.0,W,012,003,0,12.0,3.0,158.88,"[40, 70]",2
carton_grand,False,5,B043019,True,True,True,True,2024-11-14 14:50:20.955929,2024-11-14 14:50:21.044745,527.0,043019,1311.0,B,043,019,2,43.0,19.0,197.37,>= 200,5
carton_petit,False,96,B058027,True,True,False,False,2024-11-14 14:57:29.046134,2024-11-14 14:57:29.076572,984.0,058027,2110.0,B,058,027,2,58.0,27.0,67.64,"[70, 110]",3
bouteille_b,False,71,W005004,True,True,True,False,2024-11-14 14:54:45.937822,2024-11-14 14:54:45.961556,3463.0,005004,30.0,W,005,004,0,5.0,4.0,52.74,"[110, 200]",4
journal,False,273,B033057,True,True,True,True,2024-11-14 14:44:09.319357,2024-11-14 14:44:09.323200,336.0,033057,825.0,B,033,057,2,33.0,57.0,8.54,>= 200,5
bouteille_t,False,53,T045063,True,True,True,True,2024-11-14 14:54:51.325985,2024-11-14 14:54:51.344901,2975.0,045063,1443.0,T,045,063,1,45.0,63.0,42.04,>= 200,5
canette,True,64,S024003,True,True,False,False,2024-11-14 14:54:42.989421,2024-11-14 14:54:43.015783,2385.0,024003,453.0,S,024,003,3,24.0,3.0,58.58,"[70, 110]",3
carton_petit,False,113,B101022,True,True,False,False,2024-11-14 14:55:06.633681,2024-11-14 14:55:06.673572,1990.0,101022,3301.0,B,101,022,2,101.0,22.0,88.65,"[70, 110]",3
bouteille_t,False,56,T087120,True,True,True,False,2024-11-14 14:42:50.362749,2024-11-14 14:42:50.397757,3436.0,087120,3049.0,T,087,120,1,87.0,120.0,77.8,"[110, 200]",4
yaourt,False,43,W060014,True,False,False,False,2024-11-14 14:52:25.831917,2024-11-14 14:52:25.853483,4061.0,060014,2202.0,W,060,014,0,60.0,14.0,47.92,"[40, 70]",2
journal,False,399,B052054,True,True,True,True,2024-11-14 14:48:50.784606,2024-11-14 14:48:50.789496,813.0,052054,1813.0,B,052,054,2,52.0,54.0,10.87,>= 200,5
journal,False,9,B022081,True,True,True,True,2024-11-14 14:47:06.625309,2024-11-14 14:47:06.773198,183.0,022081,417.0,B,022,081,2,22.0,81.0,328.64,>= 200,5
canette,True,60,S041003,True,True,False,False,2024-11-14 14:52:11.587856,2024-11-14 14:52:11.632855,2516.0,041003,1191.0,S,041,003,3,41.0,3.0,100.0,"[70, 110]",3
dechet,False,104,B027054,True,True,True,False,2024-11-14 14:53:31.889910,2024-11-14 14:53:31.939213,248.0,027054,574.0,B,027,054,2,27.0,54.0,109.56,"[110, 200]",4
conserve,True,99,S055007,True,False,False,False,2024-11-14 14:49:26.477786,2024-11-14 14:49:26.524316,2572.0,055007,1940.0,S,055,007,3,55.0,7.0,103.4,"[40, 70]",2
journal,False,244,B052047,False,False,False,False,2024-11-14 14:42:38.343884,2024-11-14 14:42:38.490021,809.0,052047,1808.0,B,052,047,2,52.0,47.0,324.75,"[0, 40]",1
conserve,True,121,S030004,True,True,False,False,2024-11-14 14:52:47.427793,2024-11-14 14:52:47.461545,2436.0,030004,674.0,S,030,004,3,30.0,4.0,75.0,"[70, 110]",3
tetrapak,False,43,B085010,True,False,False,False,2024-11-14 14:45:11.800860,2024-11-14 14:45:11.836101,1684.0,085010,2991.0,B,085,010,2,85.0,10.0,78.31,"[40, 70]",2
tetrapak,False,56,B081010,True,True,False,False,2024-11-14 14:55:31.006863,2024-11-14 14:55:31.032232,1591.0,081010,2892.0,B,081,010,2,81.0,10.0,56.38,"[70, 110]",3
carton_grand,False,4,B097014,True,True,True,False,2024-11-14 14:46:53.082997,2024-11-14 14:46:53.233154,1923.0,097014,3234.0,B,097,014,2,97.0,14.0,333.68,"[110, 200]",4
tetrapak,False,62,B105012,True,False,False,False,2024-11-14 14:52:26.878067,2024-11-14 14:52:26.891570,2052.0,105012,3364.0,B,105,012,2,105.0,12.0,30.01,"[40, 70]",2
carton_grand,False,203,B104013,True,True,True,True,2024-11-14 14:44:48.239777,2024-11-14 14:44:48.241273,2034.0,104013,3346.0,B,104,013,2,104.0,13.0,3.32,>= 200,5
canette,True,36,S032004,True,True,False,False,2024-11-14 14:41:37.798600,2024-11-14 14:41:37.833569,2451.0,032004,753.0,S,032,004,3,32.0,4.0,77.71,"[70, 110]",3
tetrapak,False,68,B070012,True,False,False,False,2024-11-14 14:46:31.531582,2024-11-14 14:46:31.564919,1341.0,070012,2597.0,B,070,012,2,70.0,12.0,74.08,"[40, 70]",2
bouteille_b,False,149,W013006,True,False,False,False,2024-11-14 14:44:41.310922,2024-11-14 14:44:41.339462,3544.0,013006,148.0,W,013,006,0,13.0,6.0,63.42,"[40, 70]",2
conserve,True,115,S050003,True,True,False,False,2024-11-14 14:51:04.643520,2024-11-14 14:51:04.695651,2561.0,050003,1685.0,S,050,003,3,50.0,3.0,115.85,"[70, 110]",3
carton_grand,False,4,B119010,True,True,True,True,2024-11-14 14:47:07.965382,2024-11-14 14:47:08.048273,2201.0,119010,3513.0,B,119,010,2,119.0,10.0,184.2,>= 200,5
carton_petit,False,105,B076022,True,True,True,False,2024-11-14 14:51:11.573538,2024-11-14 14:51:11.617229,1498.0,076022,2781.0,B,076,022,2,76.0,22.0,97.09,"[110, 200]",4
tetrapak,False,48,B114009,True,True,False,False,2024-11-14 14:43:17.502069,2024-11-14 14:43:17.531655,2160.0,114009,3472.0,B,114,009,2,114.0,9.0,65.75,"[70, 110]",3
journal,False,224,B015052,True,True,True,True,2024-11-14 14:51:23.283623,2024-11-14 14:51:23.287876,70.0,015052,208.0,B,015,052,2,15.0,52.0,9.45,>= 200,5
carton_grand,False,203,B130010,True,True,True,True,2024-11-14 14:50:43.149713,2024-11-14 14:50:43.152030,2259.0,130010,3571.0,B,130,010,2,130.0,10.0,5.15,>= 200,5
bouteille_b,False,81,W011006,True,True,True,False,2024-11-14 14:43:20.650004,2024-11-14 14:43:20.683138,3522.0,011006,107.0,W,011,006,0,11.0,6.0,73.63,"[110, 200]",4
bouteille_t,False,71,T059052,True,True,False,False,2024-11-14 14:41:59.772321,2024-11-14 14:41:59.851785,3264.0,059052,2175.0,T,059,052,1,59.0,52.0,176.59,"[70, 110]",3
tetrapak,False,30,B062011,True,False,False,False,2024-11-14 14:43:36.858972,2024-11-14 14:43:36.884337,1107.0,062011,2295.0,B,062,011,2,62.0,11.0,56.37,"[40, 70]",2
tetrapak,False,48,B079009,True,False,False,False,2024-11-14 14:45:31.021488,2024-11-14 14:45:31.049645,1554.0,079009,2850.0,B,079,009,2,79.0,9.0,62.57,"[40, 70]",2
bouteille_b,False,82,W004004,True,True,False,False,2024-11-14 14:57:37.059428,2024-11-14 14:57:37.149179,3455.0,004004,20.0,W,004,004,0,4.0,4.0,199.45,"[70, 110]",3
journal,False,256,B077045,True,True,True,True,2024-11-14 14:43:57.546842,2024-11-14 14:43:57.550679,1527.0,077045,2812.0,B,077,045,2,77.0,45.0,8.53,>= 200,5
tetrapak,False,54,B110005,True,False,False,False,2024-11-14 14:43:55.447746,2024-11-14 14:43:55.483286,2117.0,110005,3429.0,B,110,005,2,110.0,5.0,78.98,"[40, 70]",2
tetrapak,False,37,B087010,True,True,False,False,2024-11-14 14:54:48.517114,2024-11-14 14:54:48.550015,1722.0,087010,3031.0,B,087,010,2,87.0,10.0,73.11,"[70, 110]",3
carton_petit,False,116,B109018,True,True,False,False,2024-11-14 14:48:29.942668,2024-11-14 14:48:29.976234,2111.0,109018,3423.0,B,109,018,2,109.0,18.0,74.59,"[70, 110]",3
tetrapak,False,55,B047009,True,False,False,False,2024-11-14 14:42:40.778977,2024-11-14 14:42:40.801378,637.0,047009,1519.0,B,047,009,2,47.0,9.0,49.78,"[40, 70]",2
journal,False,342,B041063,True,True,True,True,2024-11-14 14:46:55.386810,2024-11-14 14:46:55.390728,497.0,041063,1223.0,B,041,063,2,41.0,63.0,8.71,>= 200,5
dechet,False,4,B057015,True,True,True,True,2024-11-14 14:56:21.225417,2024-11-14 14:56:21.324299,940.0,057015,2050.0,B,057,015,2,57.0,15.0,219.74,>= 200,5
